TABLE_NAME,GROUP_NAME,TOPIC_NAME,QUEUE_NAME,SUBJECT_AREA,CR_NAME_L1,CR_NAME_L2,CR_NAME_L3,CR_NAME_L4,CR_NAME_L5,CR_NAME_L6,CR_NAME_PROD,IGNORE_DELETES
BROKER_CONTACT,GROUP1,FDFR.CDC.DW,FDFR.CDC.DW.Q001.DW-ABI-BATCH-3530913,SEFS,d1dsnb.bc0_BROKER_CONTACT,d1dsnb.bc2_BROKER_CONTACT,d1dsnx.bc3_BROKER_CONTACT,d1dsnx.bc4_BROKER_CONTACT,d1dsnx.bc5_BROKER_CONTACT,d1dsnx.bc6_BROKER_CONTACT,d1dsn.bc_BROKER_CONTACT,NO
BROKER_CUST_XREF,GROUP1,FDFR.CDC.DW,FDFR.CDC.DW.Q001.DW-ABI-BATCH-3530913,SEFS,d1dsnb.bcx0_BROKER_CUST_XREF,d1dsnb.bcx2_BROKER_CUST_XREF,d1dsnx.bcx3_BROKER_CUST_XREF,d1dsnx.bcx4_BROKER_CUST_XREF,d1dsnx.bcx5_BROKER_CUST_XREF,d1dsnx.bcx6_BROKER_CUST_XREF,d1dsn.bcx_BROKER_CUST_XREF,NO
BROKER_NOTE,GROUP1,FDFR.CDC.DW,FDFR.CDC.DW.Q001.DW-ABI-BATCH-3530913,SEFS,d1dsnb.bn0_BROKER_NOTE,d1dsnb.bn2_BROKER_NOTE,d1dsnx.bn3_BROKER_NOTE,d1dsnx.bn4_BROKER_NOTE,d1dsnx.bn5_BROKER_NOTE,d1dsnx.bn6_BROKER_NOTE,d1dsn.bn_BROKER_NOTE,NO
BROKER_PROFILE,GROUP1,FDFR.CDC.DW,FDFR.CDC.DW.Q001.DW-ABI-BATCH-3530913,SEFS,d1dsnb.bp0_BROKER_PROFILE,d1dsnb.bp2_BROKER_PROFILE,d1dsnx.bp3_BROKER_PROFILE,d1dsnx.bp4_BROKER_PROFILE,d1dsnx.bp5_BROKER_PROFILE,d1dsnx.bp6_BROKER_PROFILE,d1dsn.bp_BROKER_PROFILE,NO
CUST_ADDR_GEO,GROUP1,FDFR.CDC.DW,FDFR.CDC.DW.Q001.DW-ABI-BATCH-3530913,CUST,d1dsnb.cag0_CUST_ADDR_GEO,d1dsnb.cag2_CUST_ADDR_GEO,d1dsnx.cag3_CUST_ADDR_GEO,d1dsnx.cag4_CUST_ADDR_GEO,d1dsnx.cag5_CUST_ADDR_GEO,d1dsnx.cag6_CUST_ADDR_GEO,d1dsn.cag_CUST_ADDR_GEO,NO
CUST_APPT_CMNT,GROUP1,FDFR.CDC.DW,FDFR.CDC.DW.Q001.DW-ABI-BATCH-3530913,APPT,d1dsnb.cac0_CUST_APPT_CMNT,d1dsnb.cac2_CUST_APPT_CMNT,d1dsnx.cac3_CUST_APPT_CMNT,d1dsnx.cac4_CUST_APPT_CMNT,d1dsnx.cac5_CUST_APPT_CMNT,d1dsnx.cac6_CUST_APPT_CMNT,d1dsn.cac_CUST_APPT_CMNT,NO
CUST_EXCP_CALENDAR,GROUP1,FDFR.CDC.DW,FDFR.CDC.DW.Q001.DW-ABI-BATCH-3530913,CUST,d1dsnb.cxcl0_CUST_EXCP_CALENDAR,d1dsnb.cxcl2_CUST_EXCP_CALENDAR,d1dsnx.cxcl3_CUST_EXCP_CALENDAR,d1dsnx.cxcl4_CUST_EXCP_CALENDAR,d1dsnx.cxcl5_CUST_EXCP_CALENDAR,d1dsnx.cxcl6_CUST_EXCP_CALENDAR,d1dsn.cxcl_CUST_EXCP_CALENDAR,NO
DRIVER_INSTRUCTION,GROUP1,FDFR.CDC.DW,FDFR.CDC.DW.Q001.DW-ABI-BATCH-3530913,LH_DSPCH,d1dsnb.dinst0_DRIVER_INSTRUCTION,d1dsnb.dinst2_DRIVER_INSTRUCTION,d1dsnx.dinst3_DRIVER_INSTRUCTION,d1dsnx.dinst4_DRIVER_INSTRUCTION,d1dsnx.dinst5_DRIVER_INSTRUCTION,d1dsnx.dinst6_DRIVER_INSTRUCTION,d1dsn.dinst_DRIVER_INSTRUCTION,NO
EDI_RNS_ERR,GROUP1,FDFR.CDC.DW,FDFR.CDC.DW.Q001.DW-ABI-BATCH-3530913,EDI,d1dsnb.ere0_EDI_RNS_ERR,d1dsnb.ere2_EDI_RNS_ERR,d1dsnx.ere3_EDI_RNS_ERR,d1dsnx.ere4_EDI_RNS_ERR,d1dsnx.ere5_EDI_RNS_ERR,d1dsnx.ere6_EDI_RNS_ERR,d1dsn.ere_EDI_RNS_ERR,NO
EQUIPMENT_NOTE,GROUP1,FDFR.CDC.DW,FDFR.CDC.DW.Q001.DW-ABI-BATCH-3530913,EQUIP,d1dsnb.en0_EQUIPMENT_NOTE,d1dsnb.en2_EQUIPMENT_NOTE,d1dsnx.en3_EQUIPMENT_NOTE,d1dsnx.en4_EQUIPMENT_NOTE,d1dsnx.en5_EQUIPMENT_NOTE,d1dsnx.en6_EQUIPMENT_NOTE,d1dsn.en_EQUIPMENT_NOTE,NO
FENCE_POINT,GROUP1,FDFR.CDC.DW,FDFR.CDC.DW.Q001.DW-ABI-BATCH-3530913,LH_DSPCH,d1dsnb.fp0_FENCE_POINT,d1dsnb.fp2_FENCE_POINT,d1dsnx.fp3_FENCE_POINT,d1dsnx.fp4_FENCE_POINT,d1dsnx.fp5_FENCE_POINT,d1dsnx.fp6_FENCE_POINT,d1dsn.fp_FENCE_POINT,NO
FENCE_TYPE,GROUP1,FDFR.CDC.DW,FDFR.CDC.DW.Q001.DW-ABI-BATCH-3530913,LH_DSPCH,d1dsnb.ft0_FENCE_TYPE,d1dsnb.ft2_FENCE_TYPE,d1dsnx.ft3_FENCE_TYPE,d1dsnx.ft4_FENCE_TYPE,d1dsnx.ft5_FENCE_TYPE,d1dsnx.ft6_FENCE_TYPE,d1dsn.ft_FENCE_TYPE,NO
GATEWAY_ROUTE,GROUP1,FDFR.CDC.DW,FDFR.CDC.DW.Q001.DW-ABI-BATCH-3530913,SEFS,d1dsnb.gr0_GATEWAY_ROUTE,d1dsnb.gr2_GATEWAY_ROUTE,d1dsnx.gr3_GATEWAY_ROUTE,d1dsnx.gr4_GATEWAY_ROUTE,d1dsnx.gr5_GATEWAY_ROUTE,d1dsnx.gr6_GATEWAY_ROUTE,d1dsn.gr_GATEWAY_ROUTE,NO
PARS_CIM_TRANS,GROUP1,FDFR.CDC.DW,FDFR.CDC.DW.Q001.DW-ABI-BATCH-3530913,SEFS,d1dsnb.pct0_PARS_CIM_TRANS,d1dsnb.pct2_PARS_CIM_TRANS,d1dsnx.pct3_PARS_CIM_TRANS,d1dsnx.pct4_PARS_CIM_TRANS,d1dsnx.pct5_PARS_CIM_TRANS,d1dsnx.pct6_PARS_CIM_TRANS,d1dsn.pct_PARS_CIM_TRANS,YES
PARS_CONVC_AUD,GROUP1,FDFR.CDC.DW,FDFR.CDC.DW.Q001.DW-ABI-BATCH-3530913,SEFS,d1dsnb.pca0_PARS_CONVC_AUD,d1dsnb.pca2_PARS_CONVC_AUD,d1dsnx.pca3_PARS_CONVC_AUD,d1dsnx.pca4_PARS_CONVC_AUD,d1dsnx.pca5_PARS_CONVC_AUD,d1dsnx.pca6_PARS_CONVC_AUD,d1dsn.pca_PARS_CONVC_AUD,YES
PARS_IMAGE,GROUP1,FDFR.CDC.DW,FDFR.CDC.DW.Q001.DW-ABI-BATCH-3530913,SEFS,d1dsnb.pi0_PARS_IMAGE,d1dsnb.pi2_PARS_IMAGE,d1dsnx.pi3_PARS_IMAGE,d1dsnx.pi4_PARS_IMAGE,d1dsnx.pi5_PARS_IMAGE,d1dsnx.pi6_PARS_IMAGE,d1dsn.pi_PARS_IMAGE,YES
PARS_SHIPMENT_ITEM,GROUP1,FDFR.CDC.DW,FDFR.CDC.DW.Q001.DW-ABI-BATCH-3530913,SEFS,d1dsnb.psi0_PARS_SHIPMENT_ITEM,d1dsnb.psi2_PARS_SHIPMENT_ITEM,d1dsnx.psi3_PARS_SHIPMENT_ITEM,d1dsnx.psi4_PARS_SHIPMENT_ITEM,d1dsnx.psi5_PARS_SHIPMENT_ITEM,d1dsnx.psi6_PARS_SHIPMENT_ITEM,d1dsn.psi_PARS_SHIPMENT_ITEM,YES
PLATO_DY_MOVES,GROUP1,FDFR.CDC.DW,FDFR.CDC.DW.Q001.DW-ABI-BATCH-3530913,PICKUP,d1dsnb.pdm0_PLATO_DY_MOVES,d1dsnb.pdm2_PLATO_DY_MOVES,d1dsnx.pdm3_PLATO_DY_MOVES,d1dsnx.pdm4_PLATO_DY_MOVES,d1dsnx.pdm5_PLATO_DY_MOVES,d1dsnx.pdm6_PLATO_DY_MOVES,d1dsn.pdm_PLATO_DY_MOVES,NO
SHP_VALUE_AUDIT,GROUP1,FDFR.CDC.DW,FDFR.CDC.DW.Q001.DW-ABI-BATCH-3530913,DOCK,d1dsnb.sva0_SHP_VALUE_AUDIT,d1dsnb.sva2_SHP_VALUE_AUDIT,d1dsnx.sva3_SHP_VALUE_AUDIT,d1dsnx.sva4_SHP_VALUE_AUDIT,d1dsnx.sva5_SHP_VALUE_AUDIT,d1dsnx.sva6_SHP_VALUE_AUDIT,d1dsn.sva_SHP_VALUE_AUDIT,YES
SPEC_DRVR_INSTR,GROUP1,FDFR.CDC.DW,FDFR.CDC.DW.Q001.DW-ABI-BATCH-3530913,SEFS,d1dsnb.sdi0_SPEC_DRVR_INSTR,d1dsnb.sdi2_SPEC_DRVR_INSTR,d1dsnx.sdi3_SPEC_DRVR_INSTR,d1dsnx.sdi4_SPEC_DRVR_INSTR,d1dsnx.sdi5_SPEC_DRVR_INSTR,d1dsnx.sdi6_SPEC_DRVR_INSTR,d1dsn.sdi_SPEC_DRVR_INSTR,YES
CUST_CALL,GROUP2,FDFR.CDC.DW,FDFR.CDC.DW.Q002.DW-ABI-BATCH-3530913,CUST,d1dsnb.ccall0_CUST_CALL,d1dsnb.ccall2_CUST_CALL,d1dsnx.ccall3_CUST_CALL,d1dsnx.ccall4_CUST_CALL,d1dsnx.ccall5_CUST_CALL,d1dsnx.ccall6_CUST_CALL,d1dsn.ccall_CUST_CALL,NO
EDI_RNS,GROUP2,FDFR.CDC.DW,FDFR.CDC.DW.Q002.DW-ABI-BATCH-3530913,EDI,d1dsnb.erns0_EDI_RNS,d1dsnb.erns2_EDI_RNS,d1dsnx.erns3_EDI_RNS,d1dsnx.erns4_EDI_RNS,d1dsnx.erns5_EDI_RNS,d1dsnx.erns6_EDI_RNS,d1dsn.erns_EDI_RNS,YES
EQUIPMENT_READING,GROUP2,FDFR.CDC.DW,FDFR.CDC.DW.Q002.DW-ABI-BATCH-3530913,EQUIP,d1dsnb.eread0_EQUIPMENT_READING,d1dsnb.eread2_EQUIPMENT_READING,d1dsnx.eread3_EQUIPMENT_READING,d1dsnx.eread4_EQUIPMENT_READING,d1dsnx.eread5_EQUIPMENT_READING,d1dsnx.eread6_EQUIPMENT_READING,d1dsn.eread_EQUIPMENT_READING,NO
FB_CORR_REQ_CMNT,GROUP2,FDFR.CDC.DW,FDFR.CDC.DW.Q002.DW-ABI-BATCH-3530913,PRIC_RTNG,d1dsnb.fcrc0_FB_CORR_REQ_CMNT,d1dsnb.fcrc2_FB_CORR_REQ_CMNT,d1dsnx.fcrc3_FB_CORR_REQ_CMNT,d1dsnx.fcrc4_FB_CORR_REQ_CMNT,d1dsnx.fcrc5_FB_CORR_REQ_CMNT,d1dsnx.fcrc6_FB_CORR_REQ_CMNT,d1dsn.fcrc_FB_CORR_REQ_CMNT,NO
GATEWAY_TRANSFER,GROUP2,FDFR.CDC.DW,FDFR.CDC.DW.Q002.DW-ABI-BATCH-3530913,SEFS,d1dsnb.gt0_GATEWAY_TRANSFER,d1dsnb.gt2_GATEWAY_TRANSFER,d1dsnx.gt3_GATEWAY_TRANSFER,d1dsnx.gt4_GATEWAY_TRANSFER,d1dsnx.gt5_GATEWAY_TRANSFER,d1dsnx.gt6_GATEWAY_TRANSFER,d1dsn.gt_GATEWAY_TRANSFER,YES
MCMTB007,GROUP2,FDFR.CDC.DW,FDFR.CDC.DW.Q002.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt0070_MCMTB007,d1dsnb.mt0072_MCMTB007,d1dsnx.mt0073_MCMTB007,d1dsnx.mt0074_MCMTB007,d1dsnx.mt0075_MCMTB007,d1dsnx.mt0076_MCMTB007,d1dsn.mt007_MCMTB007,NO
MCMTB096,GROUP2,FDFR.CDC.DW,FDFR.CDC.DW.Q002.DW-ABI-BATCH-3530913,FLEET,d1dsnb.t0960_MCMTB096,d1dsnb.t0962_MCMTB096,d1dsnx.t0963_MCMTB096,d1dsnx.t0964_MCMTB096,d1dsnx.t0965_MCMTB096,d1dsnx.t0966_MCMTB096,d1dsn.t096_MCMTB096,NO
OSD_DISP_REQ_CHK,GROUP2,FDFR.CDC.DW,FDFR.CDC.DW.Q002.DW-ABI-BATCH-3530913,OSD,d1dsnb.odrckg0_OSD_DISP_REQ_CHK,d1dsnb.odrckg2_OSD_DISP_REQ_CHK,d1dsnx.odrckg3_OSD_DISP_REQ_CHK,d1dsnx.odrckg4_OSD_DISP_REQ_CHK,d1dsnx.odrckg5_OSD_DISP_REQ_CHK,d1dsnx.odrckg6_OSD_DISP_REQ_CHK,d1dsn.odrckg_OSD_DISP_REQ_CHK,YES
OSD_DISP_REQ_CMT,GROUP2,FDFR.CDC.DW,FDFR.CDC.DW.Q002.DW-ABI-BATCH-3530913,OSD,d1dsnb.odrc0_OSD_DISP_REQ_CMT,d1dsnb.odrc2_OSD_DISP_REQ_CMT,d1dsnx.odrc3_OSD_DISP_REQ_CMT,d1dsnx.odrc4_OSD_DISP_REQ_CMT,d1dsnx.odrc5_OSD_DISP_REQ_CMT,d1dsnx.odrc6_OSD_DISP_REQ_CMT,d1dsn.odrc_OSD_DISP_REQ_CMT,YES
OSD_DISP_REQ_Q,GROUP2,FDFR.CDC.DW,FDFR.CDC.DW.Q002.DW-ABI-BATCH-3530913,OSD,d1dsnb.odrq0_OSD_DISP_REQ_Q,d1dsnb.odrq2_OSD_DISP_REQ_Q,d1dsnx.odrq3_OSD_DISP_REQ_Q,d1dsnx.odrq4_OSD_DISP_REQ_Q,d1dsnx.odrq5_OSD_DISP_REQ_Q,d1dsnx.odrq6_OSD_DISP_REQ_Q,d1dsn.odrq_OSD_DISP_REQ_Q,YES
PICKUP_MANIFEST,GROUP2,FDFR.CDC.DW,FDFR.CDC.DW.Q002.DW-ABI-BATCH-3530913,PICKUP,d1dsnb.pm0_PICKUP_MANIFEST,d1dsnb.pm2_PICKUP_MANIFEST,d1dsnx.pm3_PICKUP_MANIFEST,d1dsnx.pm4_PICKUP_MANIFEST,d1dsnx.pm5_PICKUP_MANIFEST,d1dsnx.pm6_PICKUP_MANIFEST,d1dsn.pm_PICKUP_MANIFEST,YES
SHIP_TRANSIT_CALC,GROUP2,FDFR.CDC.DW,FDFR.CDC.DW.Q002.DW-ABI-BATCH-3530913,PLEFS,d1dsnb.stc0_SHIP_TRANSIT_CALC,d1dsnb.stc2_SHIP_TRANSIT_CALC,d1dsnx.stc3_SHIP_TRANSIT_CALC,d1dsnx.stc4_SHIP_TRANSIT_CALC,d1dsnx.stc5_SHIP_TRANSIT_CALC,d1dsnx.stc6_SHIP_TRANSIT_CALC,d1dsn.stc_SHIP_TRANSIT_CALC,YES
SHIPMENT_COMMENTS,GROUP2,FDFR.CDC.DW,FDFR.CDC.DW.Q002.DW-ABI-BATCH-3530913,SEFS,d1dsnb.shc0_SHIPMENT_COMMENTS,d1dsnb.shc2_SHIPMENT_COMMENTS,d1dsnx.shc3_SHIPMENT_COMMENTS,d1dsnx.shc4_SHIPMENT_COMMENTS,d1dsnx.shc5_SHIPMENT_COMMENTS,d1dsnx.shc6_SHIPMENT_COMMENTS,d1dsn.shc_SHIPMENT_COMMENTS,YES
SHP_DELETE_AUDIT,GROUP2,FDFR.CDC.DW,FDFR.CDC.DW.Q002.DW-ABI-BATCH-3530913,SEFS,d1dsnb.sda0_SHP_DELETE_AUDIT,d1dsnb.sda2_SHP_DELETE_AUDIT,d1dsnx.sda3_SHP_DELETE_AUDIT,d1dsnx.sda4_SHP_DELETE_AUDIT,d1dsnx.sda5_SHP_DELETE_AUDIT,d1dsnx.sda6_SHP_DELETE_AUDIT,d1dsn.sda_SHP_DELETE_AUDIT,YES
SUSPENSE,GROUP2,FDFR.CDC.DW,FDFR.CDC.DW.Q002.DW-ABI-BATCH-3530913,DOCK,d1dsnb.sus0_SUSPENSE,d1dsnb.sus2_SUSPENSE,d1dsnx.sus3_SUSPENSE,d1dsnx.sus4_SUSPENSE,d1dsnx.sus5_SUSPENSE,d1dsnx.sus6_SUSPENSE,d1dsn.sus_SUSPENSE,NO
SUSPENSE_CUSTOMER,GROUP2,FDFR.CDC.DW,FDFR.CDC.DW.Q002.DW-ABI-BATCH-3530913,DOCK,d1dsnb.scust0_SUSPENSE_CUSTOMER,d1dsnb.scust2_SUSPENSE_CUSTOMER,d1dsnx.scust3_SUSPENSE_CUSTOMER,d1dsnx.scust4_SUSPENSE_CUSTOMER,d1dsnx.scust5_SUSPENSE_CUSTOMER,d1dsnx.scust6_SUSPENSE_CUSTOMER,d1dsn.scust_SUSPENSE_CUSTOMER,NO
SUSPENSE_KEYWORD,GROUP2,FDFR.CDC.DW,FDFR.CDC.DW.Q002.DW-ABI-BATCH-3530913,DOCK,d1dsnb.sk0_SUSPENSE_KEYWORD,d1dsnb.sk2_SUSPENSE_KEYWORD,d1dsnx.sk3_SUSPENSE_KEYWORD,d1dsnx.sk4_SUSPENSE_KEYWORD,d1dsnx.sk5_SUSPENSE_KEYWORD,d1dsnx.sk6_SUSPENSE_KEYWORD,d1dsn.sk_SUSPENSE_KEYWORD,NO
SUSPENSE_LOAD_TO,GROUP2,FDFR.CDC.DW,FDFR.CDC.DW.Q002.DW-ABI-BATCH-3530913,DOCK,d1dsnb.sult0_SUSPENSE_LOAD_TO,d1dsnb.sult2_SUSPENSE_LOAD_TO,d1dsnx.sult3_SUSPENSE_LOAD_TO,d1dsnx.sult4_SUSPENSE_LOAD_TO,d1dsnx.sult5_SUSPENSE_LOAD_TO,d1dsnx.sult6_SUSPENSE_LOAD_TO,d1dsn.sult_SUSPENSE_LOAD_TO,NO
TRAILER_ROUTE,GROUP2,FDFR.CDC.DW,FDFR.CDC.DW.Q002.DW-ABI-BATCH-3530913,LH_DSPCH,d1dsnb.trte0_TRAILER_ROUTE,d1dsnb.trte2_TRAILER_ROUTE,d1dsnx.trte3_TRAILER_ROUTE,d1dsnx.trte4_TRAILER_ROUTE,d1dsnx.trte5_TRAILER_ROUTE,d1dsnx.trte6_TRAILER_ROUTE,d1dsn.trte_TRAILER_ROUTE,NO
CA_IL_PAYABLES,GROUP3,FDFR.CDC.DW,FDFR.CDC.DW.Q003.DW-ABI-BATCH-3530913,AR,d1dsnb.cip0_CA_IL_PAYABLES,d1dsnb.cip2_CA_IL_PAYABLES,d1dsnx.cip3_CA_IL_PAYABLES,d1dsnx.cip4_CA_IL_PAYABLES,d1dsnx.cip5_CA_IL_PAYABLES,d1dsnx.cip6_CA_IL_PAYABLES,d1dsn.cip_CA_IL_PAYABLES,YES
FUEL_PRICE_INDEX,GROUP3,FDFR.CDC.DW,FDFR.CDC.DW.Q003.DW-ABI-BATCH-3530913,EQUIP,d1dsnb.fpi0_FUEL_PRICE_INDEX,d1dsnb.fpi2_FUEL_PRICE_INDEX,d1dsnx.fpi3_FUEL_PRICE_INDEX,d1dsnx.fpi4_FUEL_PRICE_INDEX,d1dsnx.fpi5_FUEL_PRICE_INDEX,d1dsnx.fpi6_FUEL_PRICE_INDEX,d1dsn.fpi_FUEL_PRICE_INDEX,NO
MCMTB008,GROUP3,FDFR.CDC.DW,FDFR.CDC.DW.Q003.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt0080_MCMTB008,d1dsnb.mt0082_MCMTB008,d1dsnx.mt0083_MCMTB008,d1dsnx.mt0084_MCMTB008,d1dsnx.mt0085_MCMTB008,d1dsnx.mt0086_MCMTB008,d1dsn.mt008_MCMTB008,NO
MCMTB026,GROUP3,FDFR.CDC.DW,FDFR.CDC.DW.Q003.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt0260_MCMTB026,d1dsnb.mt0262_MCMTB026,d1dsnx.mt0263_MCMTB026,d1dsnx.mt0264_MCMTB026,d1dsnx.mt0265_MCMTB026,d1dsnx.mt0266_MCMTB026,d1dsn.mt026_MCMTB026,NO
MCMTB028,GROUP3,FDFR.CDC.DW,FDFR.CDC.DW.Q003.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt0280_MCMTB028,d1dsnb.mt0282_MCMTB028,d1dsnx.mt0283_MCMTB028,d1dsnx.mt0284_MCMTB028,d1dsnx.mt0285_MCMTB028,d1dsnx.mt0286_MCMTB028,d1dsn.mt028_MCMTB028,NO
MCMTB031,GROUP3,FDFR.CDC.DW,FDFR.CDC.DW.Q003.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt0310_MCMTB031,d1dsnb.mt0312_MCMTB031,d1dsnx.mt0313_MCMTB031,d1dsnx.mt0314_MCMTB031,d1dsnx.mt0315_MCMTB031,d1dsnx.mt0316_MCMTB031,d1dsn.mt031_MCMTB031,NO
MCMTB054,GROUP3,FDFR.CDC.DW,FDFR.CDC.DW.Q003.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt0540_MCMTB054,d1dsnb.mt0542_MCMTB054,d1dsnx.mt0543_MCMTB054,d1dsnx.mt0544_MCMTB054,d1dsnx.mt0545_MCMTB054,d1dsnx.mt0546_MCMTB054,d1dsn.mt054_MCMTB054,NO
MONTHLY_LANE_SRVC,GROUP3,FDFR.CDC.DW,FDFR.CDC.DW.Q003.DW-ABI-BATCH-3530913,SRVC_REP,d1dsnb.mls0_MONTHLY_LANE_SRVC,d1dsnb.mls2_MONTHLY_LANE_SRVC,d1dsnx.mls3_MONTHLY_LANE_SRVC,d1dsnx.mls4_MONTHLY_LANE_SRVC,d1dsnx.mls5_MONTHLY_LANE_SRVC,d1dsnx.mls6_MONTHLY_LANE_SRVC,d1dsn.mls_MONTHLY_LANE_SRVC,NO
OSD_INV_INCIDENT,GROUP3,FDFR.CDC.DW,FDFR.CDC.DW.Q003.DW-ABI-BATCH-3530913,OSD,d1dsnb.oii0_OSD_INV_INCIDENT,d1dsnb.oii2_OSD_INV_INCIDENT,d1dsnx.oii3_OSD_INV_INCIDENT,d1dsnx.oii4_OSD_INV_INCIDENT,d1dsnx.oii5_OSD_INV_INCIDENT,d1dsnx.oii6_OSD_INV_INCIDENT,d1dsn.oii_OSD_INV_INCIDENT,YES
OSD_ITEM,GROUP3,FDFR.CDC.DW,FDFR.CDC.DW.Q003.DW-ABI-BATCH-3530913,OSD,d1dsnb.osi0_OSD_ITEM,d1dsnb.osi2_OSD_ITEM,d1dsnx.osi3_OSD_ITEM,d1dsnx.osi4_OSD_ITEM,d1dsnx.osi5_OSD_ITEM,d1dsnx.osi6_OSD_ITEM,d1dsn.osi_OSD_ITEM,YES
PARS_SHIPMENT,GROUP3,FDFR.CDC.DW,FDFR.CDC.DW.Q003.DW-ABI-BATCH-3530913,SEFS,d1dsnb.ps0_PARS_SHIPMENT,d1dsnb.ps2_PARS_SHIPMENT,d1dsnx.ps3_PARS_SHIPMENT,d1dsnx.ps4_PARS_SHIPMENT,d1dsnx.ps5_PARS_SHIPMENT,d1dsnx.ps6_PARS_SHIPMENT,d1dsn.ps_PARS_SHIPMENT,YES
PURCHASED_BROKER,GROUP3,FDFR.CDC.DW,FDFR.CDC.DW.Q003.DW-ABI-BATCH-3530913,PT,d1dsnb.pb0_PURCHASED_BROKER,d1dsnb.pb2_PURCHASED_BROKER,d1dsnx.pb3_PURCHASED_BROKER,d1dsnx.pb4_PURCHASED_BROKER,d1dsnx.pb5_PURCHASED_BROKER,d1dsnx.pb6_PURCHASED_BROKER,d1dsn.pb_PURCHASED_BROKER,NO
PURCHASED_REG_LEG,GROUP3,FDFR.CDC.DW,FDFR.CDC.DW.Q003.DW-ABI-BATCH-3530913,PT,d1dsnb.prleg0_PURCHASED_REG_LEG,d1dsnb.prleg2_PURCHASED_REG_LEG,d1dsnx.prleg3_PURCHASED_REG_LEG,d1dsnx.prleg4_PURCHASED_REG_LEG,d1dsnx.prleg5_PURCHASED_REG_LEG,d1dsnx.prleg6_PURCHASED_REG_LEG,d1dsn.prleg_PURCHASED_REG_LEG,NO
PURCHASED_REG_LOAD,GROUP3,FDFR.CDC.DW,FDFR.CDC.DW.Q003.DW-ABI-BATCH-3530913,PT,d1dsnb.prl0_PURCHASED_REG_LOAD,d1dsnb.prl2_PURCHASED_REG_LOAD,d1dsnx.prl3_PURCHASED_REG_LOAD,d1dsnx.prl4_PURCHASED_REG_LOAD,d1dsnx.prl5_PURCHASED_REG_LOAD,d1dsnx.prl6_PURCHASED_REG_LOAD,d1dsn.prl_PURCHASED_REG_LOAD,NO
PURCHASED_REG_TRLR,GROUP3,FDFR.CDC.DW,FDFR.CDC.DW.Q003.DW-ABI-BATCH-3530913,PT,d1dsnb.prt0_PURCHASED_REG_TRLR,d1dsnb.prt2_PURCHASED_REG_TRLR,d1dsnx.prt3_PURCHASED_REG_TRLR,d1dsnx.prt4_PURCHASED_REG_TRLR,d1dsnx.prt5_PURCHASED_REG_TRLR,d1dsnx.prt6_PURCHASED_REG_TRLR,d1dsn.prt_PURCHASED_REG_TRLR,NO
RATEQUOTE_ITEM,GROUP3,FDFR.CDC.DW,FDFR.CDC.DW.Q003.DW-ABI-BATCH-3530913,PRIC_RTNG,d1dsnb.ritem0_RATEQUOTE_ITEM,d1dsnb.ritem2_RATEQUOTE_ITEM,d1dsnx.ritem3_RATEQUOTE_ITEM,d1dsnx.ritem4_RATEQUOTE_ITEM,d1dsnx.ritem5_RATEQUOTE_ITEM,d1dsnx.ritem6_RATEQUOTE_ITEM,d1dsn.ritem_RATEQUOTE_ITEM,NO
RENTAL_AUDIT,GROUP3,FDFR.CDC.DW,FDFR.CDC.DW.Q003.DW-ABI-BATCH-3530913,LH_DSPCH,d1dsnb.ra0_RENTAL_AUDIT,d1dsnb.ra2_RENTAL_AUDIT,d1dsnx.ra3_RENTAL_AUDIT,d1dsnx.ra4_RENTAL_AUDIT,d1dsnx.ra5_RENTAL_AUDIT,d1dsnx.ra6_RENTAL_AUDIT,d1dsn.ra_RENTAL_AUDIT,NO
RENTAL_REQUEST,GROUP3,FDFR.CDC.DW,FDFR.CDC.DW.Q003.DW-ABI-BATCH-3530913,LH_DSPCH,d1dsnb.rr0_RENTAL_REQUEST,d1dsnb.rr2_RENTAL_REQUEST,d1dsnx.rr3_RENTAL_REQUEST,d1dsnx.rr4_RENTAL_REQUEST,d1dsnx.rr5_RENTAL_REQUEST,d1dsnx.rr6_RENTAL_REQUEST,d1dsn.rr_RENTAL_REQUEST,NO
ROUTE_ZIP,GROUP3,FDFR.CDC.DW,FDFR.CDC.DW.Q003.DW-ABI-BATCH-3530913,PICKUP,d1dsnb.rtz0_ROUTE_ZIP,d1dsnb.rtz2_ROUTE_ZIP,d1dsnx.rtz3_ROUTE_ZIP,d1dsnx.rtz4_ROUTE_ZIP,d1dsnx.rtz5_ROUTE_ZIP,d1dsnx.rtz6_ROUTE_ZIP,d1dsn.rtz_ROUTE_ZIP,NO
